scenario,year,B,C,I,T,seg,clusters,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,h2value,co2seq,dac,captured_co2,elec_cap,elec_cf,total_onwind,total_offwind,total_solar,total_nuclear,total_h2_storage,demand:H2 for industry,demand:land transport fuel cell,demand:Fischer-Tropsch,demand:H2 Fuel Cell,demand:Haber-Bosch,demand:Sabatier,demand:hydrogen for highT industry,demand:hydrogen for mediumT industry,demand:methanolisation
1987bcab,1987,b,c,a,b,500,60,opt,0.0,2030,4.8839391356043246e-08,1.6275645058791465e-06,935344068946.6433,,79.43428918179592,131.5858433840492,100000000.00008647,0.2588909211380569,107.15478053826142,0.000540220687058727,0.5532856063719844,526448.3011426702,146934.7455810458,758547.8348827886,76584.00007839462,7606.506994722618,98096328.34635,32831214.47242,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,500,60,opt,0.0,2035,2.92619972693292,97.53023689830327,897456762302.4607,,110.09459043236043,9995485048.544678,300000000.0001838,1.2614401330571468,307.1547806013459,27114.970610239317,0.6441899954583387,677209.5359396049,280070.25069635396,1164659.1616104161,40121.30022040894,203367.3153480917,25947739.58409,32831213.97006,19450000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,500,60,opt,0.0,2040,9.013031804333,300.4043500372723,921044161833.1484,,105.25343185471064,29492537804.724022,500000000.00006133,80242674.20359603,539.7879282498548,82038.0985396439,0.6443411928985069,750029.3972417666,368206.4323847295,1685878.046796536,31807.900044744787,2172043.4511355385,5408623.29583,9667264.37951,39880000.0,123331652.29359,183432219.90439,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,500,60,opt,0.0,2045,6.287774081152871,137.67888793757587,834521697911.5392,,64.65439782556405,12575957216.12425,708181012.8577421,129566388.07277703,721.8066218724365,82038.09345782975,0.4493225551766864,700831.1308292192,360153.7323741331,1683808.414189589,31807.900077595303,2195656.933504949,218971726.45346,32831214.35344,64210000.0,214563285.49707,31500037.1919,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,500,60,opt,0.0,2050,5.796880814007804,193.21003753142372,773360947025.4541,,64.54151768564665,11781693360.1474,768626057.2415617,118629071.78853449,780.0829227096576,82038.09317251752,0.4140942058774675,654572.7837692476,347848.6020897179,1660071.795795645,31807.900026167477,2263669.9674364803,268122585.05739,32831214.45672,79300000.0,304105444.0116,20942579.95681,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,750,60,opt,0.0,2025,2.0727250375366705e-08,6.907675193386741e-07,982486567481.4735,,59.067909711333314,40.95028172568551,0.0,0.06771380705376312,7.154780259405079,0.00019846852836924415,0.6764680810714659,371816.01840484864,52427.03829667226,399036.55367047683,99790.10004445365,0.06104624588202387,98096328.23108,32831214.4937,0.0,0.0,0.0,0.0,0.0,1349996.92868,0.0
1987baab,1987,b,a,a,b,750,60,opt,0.0,2030,2.0422062740383097e-08,6.806523783685081e-07,947292238458.656,,88.23584954218528,60.898212254100685,25000000.000004932,0.06567490925023668,32.15478007137205,0.00023118351966328128,0.5406212032981825,549304.269051596,196386.60316921066,686042.1787529816,76584.00003250423,7917.120399006613,98096328.14116,32831214.48365,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,750,60,opt,0.0,2035,8.636184738562418,287.84403733069684,980644994269.3325,,116.92165869228246,32263361542.557045,75000000.00010788,0.6957815834024463,147.386009279842,77379.87340602437,0.6662129300221907,754296.201304027,355936.1174348595,1102394.8184442304,40121.300419139305,1145615.5294697585,107085.85474,11842441.55283,19450000.0,65889512.86918,339812314.9476,0.0,0.0,120701.87018,0.0
1987baab,1987,b,a,a,b,750,60,opt,0.0,2040,31.1059714886907,1036.7620297172664,1059885246070.8679,,112.2481091123698,111721400717.76851,125000000.00006491,0.679424985605025,375.039856932159,275509.3669893953,0.6613433800255654,888938.8822481842,488580.962582513,1866679.5118895404,31807.9001750536,4332442.408352295,5215995.40117,1585493.8976,39880000.0,123331652.29359,1215513636.60584,0.0,0.0,69809.99402,0.0
1987baab,1987,b,a,a,b,750,60,opt,0.0,2045,28.066300922231072,935.4498097372117,974053712258.7219,,93.35788630965487,84890530236.61609,200000000.00002664,1245250.5554355471,364.1280156337023,275509.34514821565,0.5963312015009713,856135.0310466365,483634.4846700111,1913399.4293197608,31807.90011353776,4346855.407561191,183542.21298,0.0,64210000.0,214563285.49707,798976235.98619,0.0,0.0,11645.92942,0.0
1987baab,1987,b,a,a,b,750,60,opt,0.0,2050,26.055025742907524,868.4140080181625,897091444214.4783,,84.07255451241598,72071075356.83765,275000000.00004196,58256727.894642144,459.46714440128824,275509.34561294754,0.5534526988200268,823378.0533289656,478899.88034007495,2034888.9367586551,31807.900201547178,4352143.678187353,419027.08169,0.0,79300000.0,304105444.0116,897987245.13193,0.0,0.0,12063.92489,0.0
1987bcab,1987,b,c,a,b,750,60,opt,0.0,2025,4.642888492766543e-08,1.5473816519706562e-06,982415900749.3132,,59.02956747499962,91.6272629007722,0.0,0.3419645232383502,7.154780728398207,0.00045370301849918956,0.6628478471630285,373204.42577759665,52449.31804702392,400548.2022029994,99790.100101153,0.13890259853459463,98096328.56567,32831214.47666,0.0,0.0,0.0,0.0,0.0,1349989.41264,0.0
1987bcab,1987,b,c,a,b,750,60,opt,0.0,2030,9.111353792811555e-08,3.0368017078798777e-06,938086936518.1829,,80.56577260421048,248.1469860375942,99999999.99657373,0.43436439378266156,107.15478072234242,0.0009897037567888913,0.5634145157371809,519865.81970148056,171689.7837755694,678609.8635740513,76584.00015211153,7882.557895968543,98096328.69629,32831214.45598,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,60,opt,0.0,2035,3.2493214003100572,108.29988228730923,902716833263.6128,,111.16566282855017,11168759977.737701,300000000.00011045,0.9092237592750945,307.1547805096834,30757.67061946125,0.630606404842854,668231.5894232383,311961.06612056657,1028446.6810701416,40121.30012873634,355961.65347971255,13579877.46627,32831213.18609,19450000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,60,opt,0.0,2040,9.309481514642954,310.28501887601686,928627499331.482,,105.62763404811085,30749020101.55871,500000000.0000703,81865766.69689776,543.7869951680257,84240.33690496752,0.6487453726003324,765718.8750392518,383694.23411575804,1520042.6551994495,31807.900073771598,2016700.2780109595,6576351.95083,9885604.19404,39880000.0,123331652.29359,202668074.01567,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,60,opt,0.0,2045,6.516083384693694,162.57276137851542,840319169771.791,,64.65476066756328,13003304529.876791,707285567.5647548,131682629.50134432,720.4401701491028,84240.33598320374,0.45382191512313297,716521.9217410302,375641.5341528451,1517972.9143853318,31807.90013794356,2153815.4015606735,190383604.58715,32831214.37933,64210000.0,214563285.49707,29207174.42276,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,60,opt,0.0,2050,5.963110156498537,198.75046151591116,778519386687.5466,,64.53329088872485,12103466209.198637,779315325.2270019,121376799.31671461,790.7312692010661,84240.33546186388,0.4151671960305328,668646.9838203574,363336.70302527724,1497425.419418098,31807.900025851723,2206107.0282940664,261759962.14811,32831214.45993,79300000.0,304105444.0116,20743373.82902,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1000,60,opt,0.0,2025,3.7814925046589265e-08,1.2602631147863012e-06,984213883902.0297,,59.20668802228754,74.82624215815794,0.0,0.16419091162488608,7.154780533968258,0.00038246099003990725,0.6404325020244201,376871.4325676195,52476.20260121899,395520.2798894045,99790.10008393979,0.13427680012259813,98096328.59299,32831214.48421,0.0,0.0,0.0,0.0,0.0,1349568.14627,0.0
1987baab,1987,b,a,a,b,1000,60,opt,0.0,2030,6.024206924218324e-08,2.007653549048406e-06,949689863924.7021,,89.05810714293646,180.9317068665063,25000000.000013128,0.15075834715795372,32.15478032215087,0.0006330457152462614,0.5823916604030908,551225.0238225579,197443.9497676692,686358.078978237,76584.00008396711,8538.679843790213,98096328.30142,32831214.46065,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1000,60,opt,0.0,2035,8.751741840821085,291.69555555864576,982933172266.7145,,117.0152474960435,32736410667.2069,75000000.00004667,0.36670513984060843,149.01086735036185,78015.4855546778,0.6696268063125473,756483.7240188483,361891.6837394915,1091653.5369708063,40121.30017324177,1116259.4829800564,87484.98562,12078091.93086,19450000.0,65889512.86918,347472142.17321,0.0,0.0,137660.59049,0.0
1987baab,1987,b,a,a,b,1000,60,opt,0.0,2040,31.217636806529676,1040.483834761866,1062826082072.7278,,112.36325319158563,112222728773.96692,125000000.00100559,0.4773223526387306,374.9801288169118,275598.64502786077,0.6635875452895948,888344.1584949524,493915.93376655556,1862499.3975019604,31807.9001480666,4248546.341864603,5605361.8013,1469659.58179,39880000.0,123331652.29359,1215345764.46606,0.0,0.0,64308.26778,0.0
1987baab,1987,b,a,a,b,1000,60,opt,0.0,2045,28.09911655994601,936.5435549425226,976363573168.5574,,93.44810560174598,85139025804.77174,200000000.00014228,1601326.6692156107,365.47285592845856,275598.6388840287,0.5969281826836189,854870.6818388805,488980.5696408742,1905011.8818545302,31807.90020010917,4259447.037617888,184292.54088,0.0,64210000.0,214563285.49707,805522926.7429,0.0,0.0,5063.30177,0.0
1987baab,1987,b,a,a,b,1000,60,opt,0.0,2050,26.097422150572868,869.8270802915204,898984012777.5627,,84.23473354753271,72190894216.43265,275000000.00021255,58243758.085860796,460.0554396891589,275598.63807940367,0.5542436953660906,821510.6415679618,484260.30548663833,2028576.6699658213,31807.90006315831,4266083.861975192,346636.92536,0.0,79300000.0,304105444.0116,900851071.30301,0.0,0.0,7409.27202,0.0
1987bcab,1987,b,c,a,b,1000,60,opt,0.0,2025,4.0366825878132007e-07,1.3453749173101656e-05,984145440920.3806,,59.19403523520461,798.7012947177394,0.0,2.63840984902653,7.154787233521583,0.003931917116955815,0.664993671215472,377574.26744798286,52602.71192765129,397809.359105333,99790.10088813925,1.456233785401414,98096332.96345,32831214.26916,0.0,0.0,0.0,0.0,0.0,1349969.65542,0.0
1987bcab,1987,b,c,a,b,1000,60,opt,0.0,2030,4.3483129878223957e-07,1.4490904585852914e-05,940320799802.5461,,81.06277556754117,1191.6682473324472,99999999.99995954,2.3084143379857203,107.15478501794777,0.004675887559194712,0.5691242325036833,525574.4922035026,170584.06047062558,680730.2109820307,76584.00063214298,8603.52837444356,98096331.54587,32831214.21825,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,60,opt,0.0,2035,3.276991502783063,109.2221267847045,905458168349.0857,,111.54368652856874,11285305061.130323,300000000.0009221,12.873845951816243,307.15478544545556,30731.5988642071,0.6365159749937881,671272.096565221,311548.360076274,1034342.8068190784,40121.30191192916,376165.831057377,12521015.91556,32831194.07373,19450000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,60,opt,0.0,2040,9.444419901286881,314.78251531853556,931509815243.8232,,105.62708988496487,31198106427.19816,500000000.0001917,82735275.58066116,545.5610084745575,85391.36459197634,0.6492587592432307,768195.8054006437,384449.0823010162,1512817.6411469283,31807.90017013859,1931315.2595083786,6325641.78988,9559103.1543,39880000.0,123331652.29359,211650355.4916,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,60,opt,0.0,2045,6.568035087138539,161.32682140831804,842430130589.0793,,64.65229356772461,13069800581.124985,709544588.9422952,132562539.23844224,722.8020756993635,85390.00429674005,0.4512377528818667,719000.1772491499,376396.3817395747,1510747.8493388323,31807.900255076253,2118129.582821906,191814450.37324,32831213.97198,64210000.0,214563285.49707,29708014.74381,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,60,opt,0.0,2050,6.019803616253166,200.64005452937545,780423339825.966,,64.53097294622034,12189310051.577139,779756295.0131836,121608099.00660492,791.0399474301088,85390.00333301371,0.41348176263773206,670940.9623118518,364091.34099088097,1489377.946300514,31807.900051854394,2190786.881009474,259589955.0358,32831214.41236,79300000.0,304105444.0116,20099377.54613,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1500,60,opt,0.0,2025,1.5627582772637964e-07,5.20864996757266e-06,984970661464.1641,,59.35869718847187,309.94866495778257,0.0,0.6208408353693273,7.154782362082621,0.001577394546675971,0.6417246741100584,376122.315778196,53323.69253719268,395952.7938925966,99790.10033802065,0.6684011429581301,98096330.34075,32831214.41805,0.0,0.0,0.0,0.0,0.0,1350002.72872,0.0
1987baab,1987,b,a,a,b,1500,60,opt,0.0,2030,2.4812306588743237e-07,8.26943261983136e-06,950943156416.2712,,89.89487108774516,752.7382802859807,25000000.000058845,0.6316300802286772,32.154781551264655,0.0026711540796059926,0.5684843834115988,549584.8170981491,199548.9496068338,690129.919240034,76584.00034661702,9157.809560084397,98096329.39202,32831214.3345,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1500,60,opt,0.0,2035,8.837215771564864,294.5444016831448,984724136674.64,,117.18781529223834,33088011349.741272,75000000.0000068,0.07407094639213631,150.18676952362398,79384.70687377684,0.6645042483030413,758463.5454355418,368554.17599927983,1078090.5636679425,40121.300040826616,1156530.6669166377,150653.68422,12140463.87961,19450000.0,65889512.86918,353130274.20676,0.0,0.0,162724.61916,0.0
1987baab,1987,b,a,a,b,1500,60,opt,0.0,2040,31.292773403158378,1042.9881375273067,1064603670609.5896,,112.46159423666475,112604305576.03926,125000000.0014306,0.680932249652815,374.9772975560241,276393.6204234559,0.6633774289114035,894736.8674388102,498304.16429709276,1850568.6534600463,31807.900223823464,4128246.687988633,5904375.51694,1530145.78131,39880000.0,123331652.29359,1215267813.70493,0.0,0.0,56791.05709,0.0
1987baab,1987,b,a,a,b,1500,60,opt,0.0,2045,28.106495930077628,936.7895093491063,977947428381.4042,,93.46909779777477,85137423879.26044,200000000.00002414,1856374.441406441,365.8749873912407,276393.6150850164,0.5954600987497618,859136.994099588,493356.4463180136,1896108.045754482,31807.90023064329,4141632.328357648,271648.93489,0.0,64210000.0,214563285.49707,807480504.6599,0.0,0.0,5948.93345,0.0
1987baab,1987,b,a,a,b,1500,60,opt,0.0,2050,26.10932733154352,870.223879964178,900344495875.3009,,84.4414361117838,72311964249.67299,275000000.0000205,58275567.547697425,460.21967337265056,276393.614848703,0.5529714449824717,827009.4995353164,488619.09008959064,2018186.6050372918,31807.900154568873,4148338.878033458,511744.01952,0.0,79300000.0,304105444.0116,901650560.56748,0.0,0.0,7903.29142,0.0
1987bcab,1987,b,c,a,b,1500,60,opt,0.0,2025,6.975533513250711e-08,2.3248249097198135e-06,984900963480.217,,59.33759031792292,138.30405446713544,0.0,0.5440175085296136,7.154781124448613,0.0007109973804140877,0.6354870344355134,377132.68911667273,53496.32326040843,397741.0935273955,99790.10015969246,0.2803475966880244,98096329.03974,32831214.46572,0.0,0.0,0.0,0.0,0.0,1350004.52931,0.0
1987bcab,1987,b,c,a,b,1500,60,opt,0.0,2030,7.059430067466064e-08,2.3529106360738058e-06,941414294670.8907,,81.62031434302284,194.597345858738,100000000.00013426,0.3175426167144523,107.1547807699313,0.0007834960309082782,0.5514208454026854,523409.5139458884,173284.1933468463,682163.9697803276,76584.00014059227,9126.03319042064,98096328.53271,32831214.45329,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,60,opt,0.0,2035,3.297523298364964,109.90645153742143,906911948427.8173,,111.76630321162807,11376945043.525057,300000000.0000778,1.2072893158476365,307.1547802348398,31151.780412534103,0.6318647794568363,674145.1371176708,313225.23868903005,1034300.200218649,40121.30019800614,402575.4543054284,11734905.99769,32831210.28945,19450000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,60,opt,0.0,2040,9.513858835557787,317.09691498625597,933233123265.7083,,105.5402420881203,31477248204.07026,500000000.00129116,83224667.47365227,546.5154572686959,86340.85477501158,0.6468864265412053,772033.800118642,386595.0989949688,1502832.107716143,31807.900107125748,1849745.464285772,6138089.72019,9646078.90491,39880000.0,123331652.29359,216204349.11616,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,60,opt,0.0,2045,6.6617706151546665,159.06135277265022,843932665597.0798,,64.66518239078783,13250369602.721344,711140109.5085573,132943007.11906311,724.64056312706,86340.6154269129,0.45267256002526307,722837.4212298264,378542.3960023809,1500762.3626187302,31807.900060355194,2012795.8018747217,194416102.37882,32831214.39739,64210000.0,214563285.49707,30890780.04272,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,60,opt,0.0,2050,6.079925005155084,202.64390042272433,782201351941.0314,,64.5487192549372,12304250728.321014,780214172.5021755,121876001.72915287,791.5060839855537,86340.615304286,0.41301929659277575,674006.3118919991,366236.85276447365,1482593.4863825375,31807.90002923732,2074319.6979522486,257288737.12423,32831214.4033,79300000.0,304105444.0116,20139582.91632,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,2000,60,opt,0.0,2025,9.57347093897335e-07,3.190318412971143e-05,985191678786.6387,,59.36053965113463,1899.946788503375,0.0,3.895054963378508,7.15479469373303,0.009509257380758761,0.6521088380851395,376882.4393196473,53351.88696979685,393832.7484921777,99790.1020376656,4.085997717463337,98096342.79233,32831213.98261,0.0,0.0,0.0,0.0,0.0,1349955.75594,0.0
1987baab,1987,b,a,a,b,2000,60,opt,0.0,2030,3.9809596292851647e-07,1.3266940361547942e-05,951392270215.9688,,89.9626477421814,1207.8728279364661,25000000.000080597,0.9566307613506762,32.15478232798211,0.004190048869721908,0.5814589039062836,548766.3103735908,200125.15905704518,689398.2769454239,76584.00056490446,9287.92971521945,98096329.9252,32831214.24068,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,2000,60,opt,0.0,2035,8.832930091808954,294.401559980959,985684562778.4312,,117.28727671662165,33094963421.884583,75000000.00002277,0.3059901102564088,150.12412001495,79549.66328713161,0.6628047251466942,759395.6538621025,371588.3418154868,1070365.8871168955,40121.30017120666,1152920.294145764,129772.6405,12074801.36162,19450000.0,65889512.86918,352894954.31158,0.0,0.0,124866.42358,0.0
1987baab,1987,b,a,a,b,2000,60,opt,0.0,2040,31.298597097201963,1043.182241249765,1065271488273.9192,,112.57208876809159,112734514758.71939,125000000.00135395,0.5760818154307155,374.98813920491745,277483.37747783406,0.6608781793828391,898815.0522401597,500063.22620031633,1836230.4414316055,31807.900187598312,4301774.665718271,6095793.00197,1578392.22823,39880000.0,123331652.29359,1215269407.99449,0.0,0.0,84972.97696,0.0
1987baab,1987,b,a,a,b,2000,60,opt,0.0,2045,28.10215576410055,936.6448516173554,978643389064.0734,,93.47447846484847,85128224929.43398,200000000.0008055,1674159.4149889667,365.5270680985362,277473.36858635186,0.5930634121925947,862581.5737644604,495120.161871393,1883424.0854830537,31807.90009157332,4315389.998256557,268510.21528,0.0,64210000.0,214563285.49707,805786832.43522,0.0,0.0,8521.95931,0.0
